"","TYP_DIPL","DEGETU","CURSUS_LMD","RES"
"50114","XA",2,"L","N"
"50115","XB",5,"M","O"
"50116","XB",5,"M","N"
"50118","XA",3,"L","O"
"50119","01",2,"L","N"
"50120","XB",5,"M","O"
"50121","DP",3,"L","N"
"50122","XB",4,"M","N"
"50123","IB",2,"M","N"
"50124","CB",1,"L","N"
"50125","PF",4,"M","N"
"50126","CB",2,"L","O"
"50127","XA",1,"L","N"
"50128","XA",2,"L","N"
"50129","XB",5,"M","O"
"50130","CY",1,"L","N"
"50131","CB",1,"L","N"
"50132","XA",3,"L","O"
"50133","XA",1,"L","N"
"50134","XA",1,"L","N"
"50135","01",4,"M","O"
"50136","CY",1,"L","N"
"50137","PE",2,"M","N"
"50138","01",3,"L","N"
"50139","XB",5,"M","O"
"50140","CY",1,"L","N"
"50142","DP",3,"L","O"
"50143","XA",1,"L","N"
"50144","XA",2,"L","N"
"50145","CB",1,"L","N"
"50146","DP",3,"L","O"
"50147","PF",2,"M","N"
"50148","IB",6,"M","N"
"50149","XA",1,"L","N"
"50150","XB",5,"M","O"
"50151","IB",3,"M","N"
"50152","PF",4,"M","N"
"50153","FE",3,"M","N"
"50154","XA",1,"L","N"
"50155","XA",2,"L","N"
"50156","XB",5,"M","O"
"50157","01",0,"L","N"
"50158","DP",3,"L","N"
"50159","CB",1,"L","N"
"50160","XB",5,"M","O"
"50162","XB",4,"M","N"
"50163","XA",3,"L","O"
"50164","XA",1,"L","N"
"50165","FH",5,"M","N"
"50166","DP",3,"L","O"
"50167","DP",3,"L","O"
"50169","FH",3,"M","N"
"50170","CB",2,"L","O"
"50173","XA",1,"L","N"
"50174","XA",1,"L","N"
"50175","XA",1,"L","N"
"50177","XB",4,"M","N"
"50178","XB",4,"M","N"
"50179","XA",1,"L","N"
"50180","XA",1,"L","N"
"50181","XA",3,"L","O"
"50182","FN",5,"M","O"
"50183","XB",4,"M","N"
"50184","XA",1,"L","N"
"50185","XA",2,"L","N"
"50186","CB",1,"L","N"
"50187","CB",1,"L","N"
"50188","PF",2,"M","N"
"50190","CB",2,"L","O"
"50191","XA",3,"L","N"
"50192","XA",1,"L","N"
"50193","XB",5,"M","O"
"50194","CB",1,"L","N"
"50195","XA",1,"L","N"
"50197","IB",4,"M","N"
"50198","01",3,"L","O"
"50199","XA",3,"L","O"
"50200","CY",1,"L","N"
"50201","CB",1,"L","N"
"50202","XB",5,"M","N"
"50203","CB",1,"L","N"
"50204","CB",2,"L","O"
"50205","IB",6,"M","N"
"50206","XA",1,"L","N"
"50207","XB",5,"M","O"
"50208","PF",2,"M","N"
"50209","CB",1,"L","N"
"50210","CB",2,"L","N"
"50211","XA",1,"L","N"
"50212","XA",2,"L","N"
"50213","CB",1,"L","N"
"50214","IB",5,"M","N"
"50215","XA",3,"L","N"
"50216","XB",4,"M","N"
"50217","XA",2,"L","N"
"50218","XA",1,"L","N"
"50219","01",6,"M","N"
"50220","XA",1,"L","N"
"50221","JD",6,"M","O"
"50222","CB",2,"L","O"
"50223","FH",5,"M","N"
"50224","XA",3,"L","O"
"50225","XA",2,"L","N"
"50226","DP",3,"L","O"
"50227","XB",4,"M","N"
"50228","IB",5,"M","N"
"50229","CY",1,"L","N"
"50230","XA",3,"L","O"
"50231","XA",2,"L","N"
"50232","XA",1,"L","N"
"50233","PF",2,"M","N"
"50234","01",3,"L","O"
"50235","UC",2,"L","O"
"50236","PF",5,"M","O"
"50237","XB",4,"M","N"
"50238","CY",1,"L","N"
"50239","XA",3,"L","O"
"50240","PF",2,"M","N"
"50241","XA",1,"L","N"
"50242","XA",3,"L","O"
"50243","XA",1,"L","N"
"50244","XA",3,"L","O"
"50245","XA",1,"L","N"
"50246","CY",1,"L","N"
"50247","XA",1,"L","N"
"50248","XA",2,"L","N"
"50249","XA",2,"L","N"
"50250","DP",3,"L","O"
"50251","XA",3,"L","O"
"50252","XA",1,"L","N"
"50253","CB",2,"L","O"
"50254","IB",2,"M","N"
"50255","CB",2,"L","O"
"50256","01",6,"M","O"
"50257","XB",5,"M","O"
"50258","DP",3,"L","O"
"50259","DP",3,"L","O"
"50260","XB",4,"M","N"
"50261","XA",2,"L","N"
"50262","01",4,"M","O"
"50263","XA",1,"L","N"
"50264","DP",3,"L","O"
"50265","XA",2,"L","N"
"50266","XB",4,"M","N"
"50267","01",3,"L","O"
"50268","XA",2,"L","N"
"50269","XA",1,"L","N"
"50270","IB",2,"M","N"
"50271","XA",3,"L","O"
"50272","XB",4,"M","N"
"50273","XA",2,"L","N"
"50274","XA",2,"L","N"
"50275","XA",3,"L","N"
"50276","XB",4,"M","N"
"50279","XA",1,"L","N"
"50280","XA",1,"L","N"
"50281","PF",2,"M","N"
"50282","XB",4,"M","N"
"50283","PF",4,"M","N"
"50284","XB",5,"M","O"
"50285","FH",5,"M","N"
"50286","XB",4,"M","N"
"50287","FI",5,"M","O"
"50288","FH",5,"M","N"
"50289","XA",1,"L","N"
"50290","XA",2,"L","N"
"50291","CB",1,"L","N"
"50292","FN",5,"M","O"
"50293","XB",4,"M","N"
"50294","JD",6,"M","N"
"50295","XB",4,"M","N"
"50296","XA",2,"L","N"
"50297","XB",4,"M","N"
"50298","XB",4,"M","N"
"50299","FH",2,"M","N"
"50300","XB",5,"M","O"
"50301","XA",2,"L","N"
"50303","CB",1,"L","N"
"50304","CY",1,"L","N"
"50305","XA",2,"L","N"
"50306","PF",2,"M","N"
"50307","DP",3,"L","O"
"50308","XB",5,"M","O"
"50309","XB",5,"M","O"
"50310","IB",2,"M","N"
"50311","PF",5,"M","O"
"50312","XB",5,"M","O"
"50313","XA",3,"L","O"
"50314","XA",3,"L","N"
"50315","DP",3,"L","N"
"50316","XB",5,"M","O"
"50317","XB",5,"M","O"
"50318","XA",1,"L","N"
"50319","XA",1,"L","N"
"50320","XA",3,"L","O"
"50321","XB",4,"M","N"
"50322","DP",3,"L","O"
"50323","01",2,"L","O"
"50324","JD",6,"M","N"
"50325","01",2,"L","O"
"50326","CB",1,"L","N"
"50327","XA",1,"L","N"
"50328","XA",2,"L","N"
"50329","XB",5,"M","O"
"50330","XA",1,"L","N"
"50332","XA",2,"L","N"
"50333","DP",3,"L","O"
"50334","XA",2,"L","N"
"50335","XA",3,"L","O"
"50336","PF",5,"M","O"
"50338","DP",3,"L","O"
"50339","XB",5,"M","O"
"50340","XA",2,"L","N"
"50341","XB",4,"M","N"
"50342","XA",3,"L","O"
"50343","XB",4,"M","N"
"50344","CY",1,"L","N"
"50345","XA",1,"L","N"
"50346","PE",5,"M","N"
"50347","PD",3,"L","O"
"50348","CB",1,"L","N"
"50349","IB",2,"M","N"
"50350","DP",3,"L","O"
"50351","XB",4,"M","N"
"50352","CB",1,"L","N"
"50353","XA",1,"L","N"
"50354","XA",1,"L","N"
"50355","XB",4,"M","N"
"50356","CB",1,"L","N"
"50357","FH",3,"M","N"
"50358","CB",1,"L","N"
"50359","XB",4,"M","N"
"50360","XA",1,"L","N"
"50361","CB",2,"L","O"
"50362","DP",3,"L","O"
"50363","IB",2,"M","N"
"50364","CY",1,"L","N"
"50365","XB",5,"M","O"
"50367","XA",2,"L","N"
"50368","XA",1,"L","N"
"50369","XA",1,"L","N"
"50370","CB",1,"L","N"
"50371","XA",3,"L","N"
"50372","CB",2,"L","O"
"50373","JD",6,"M","O"
"50374","FH",6,"M","N"
"50375","XB",5,"M","O"
"50376","XB",4,"M","N"
"50377","JD",6,"M","N"
"50378","01",3,"L","O"
"50379","XA",3,"L","O"
"50380","XB",4,"M","N"
"50381","XA",3,"L","O"
"50382","XB",4,"M","N"
"50383","XA",1,"L","N"
"50384","XA",1,"L","N"
"50385","XA",1,"L","N"
"50386","XA",3,"L","N"
"50387","XB",4,"M","N"
"50388","XB",4,"M","N"
"50389","XA",1,"L","N"
"50390","XA",3,"L","N"
"50392","XA",1,"L","N"
"50393","CB",2,"L","O"
"50395","XA",2,"L","N"
"50396","01",2,"L","N"
"50397","FH",4,"M","N"
"50399","CY",1,"L","N"
"50400","XB",4,"M","N"
"50401","01",2,"L","O"
"50402","XA",2,"L","N"
"50403","CY",1,"L","N"
"50404","XB",4,"M","N"
"50405","CB",2,"L","O"
"50406","XA",1,"L","N"
"50407","PF",2,"M","N"
"50408","XB",5,"M","O"
"50409","XA",1,"L","N"
"50410","CB",1,"L","N"
"50411","XA",2,"L","N"
"50412","IB",5,"M","N"
"50413","XB",5,"M","N"
"50414","FH",3,"M","N"
"50415","XA",3,"L","O"
"50416","XA",1,"L","N"
"50417","CB",1,"L","N"
"50418","XB",4,"M","N"
"50419","XA",1,"L","N"
"50420","XA",2,"L","N"
"50421","XA",1,"L","N"
"50422","PF",2,"M","N"
"50423","XA",1,"L","N"
"50424","CB",1,"L","N"
"50425","XA",2,"L","N"
"50426","XA",1,"L","N"
"50427","XA",2,"L","N"
"50428","CB",1,"L","N"
"50429","CB",2,"L","O"
"50430","XA",2,"L","N"
"50431","XA",1,"L","N"
"50432","XB",5,"M","O"
"50433","FH",6,"M","O"
"50434","01",3,"L","N"
"50435","01",2,"L","N"
"50436","XA",3,"L","N"
"50437","JD",6,"M","N"
"50438","XA",1,"L","N"
"50439","XA",1,"L","N"
"50440","XA",2,"L","N"
"50441","XA",1,"L","N"
"50442","XB",4,"M","N"
"50443","CB",2,"L","O"
"50444","DP",3,"L","O"
"50445","PF",2,"M","N"
"50446","CB",1,"L","N"
"50447","XB",5,"M","O"
"50449","FH",5,"M","N"
"50450","XA",1,"L","N"
"50451","XB",5,"M","O"
"50452","XA",1,"L","N"
"50453","XB",4,"M","N"
"50454","XB",5,"M","O"
"50455","XB",5,"M","O"
"50456","XA",1,"L","N"
"50457","DP",3,"L","O"
"50459","JD",6,"M","N"
"50460","XA",2,"L","N"
"50461","XA",1,"L","N"
"50462","XA",2,"L","N"
"50463","DP",3,"L","O"
"50464","01",6,"M","O"
"50465","01",2,"L","O"
"50466","DP",3,"L","O"
"50468","XB",4,"M","N"
"50469","01",2,"L","O"
"50470","XA",3,"L","O"
"50471","XA",1,"L","N"
"50472","XA",1,"L","N"
"50473","DP",3,"L","O"
"50474","FN",3,"M","N"
"50475","XA",2,"L","N"
"50476","01",4,"M","O"
"50477","CB",1,"L","N"
"50478","XA",2,"L","N"
"50479","XA",1,"L","N"
"50480","XA",3,"L","O"
"50481","CB",2,"L","O"
"50482","XB",4,"M","N"
"50483","XB",4,"M","N"
"50484","XB",4,"M","N"
"50485","FH",3,"M","N"
"50486","XB",4,"M","N"
"50487","XA",2,"L","N"
"50488","XA",2,"L","N"
"50489","CB",1,"L","N"
"50490","XB",5,"M","N"
"50491","CB",1,"L","N"
"50492","CB",1,"L","N"
"50493","XB",5,"M","O"
"50494","01",6,"M","O"
"50495","XA",2,"L","N"
"50496","XB",4,"M","N"
"50497","CB",1,"L","N"
"50498","XB",4,"M","N"
"50499","XB",5,"M","O"
"50500","CD",1,"L","N"
"50501","CB",1,"L","N"
"50502","XA",3,"L","O"
"50503","XB",5,"M","O"
"50504","CB",2,"L","O"
"50505","FE",3,"M","N"
"50506","IB",4,"M","N"
"50507","XA",2,"L","N"
"50508","XA",3,"L","O"
"50509","XA",1,"L","N"
"50511","XB",5,"M","O"
"50512","XA",1,"L","N"
"50513","XA",1,"L","N"
"50514","XA",2,"L","N"
"50515","FN",5,"M","O"
"50517","XB",5,"M","O"
"50518","XA",2,"L","N"
"50519","PF",3,"M","N"
"50520","XA",3,"L","O"
"50521","PK",2,"L","N"
"50522","XB",5,"M","O"
"50523","FI",4,"M","N"
"50524","PF",4,"M","N"
"50525","XA",1,"L","N"
"50526","XA",1,"L","N"
"50527","CB",2,"L","O"
"50528","JD",6,"M","N"
"50529","XA",3,"L","O"
"50530","CY",1,"L","N"
"50531","CB",2,"L","O"
"50532","CY",1,"L","N"
"50533","XA",2,"L","N"
"50534","XB",4,"M","N"
"50535","XB",4,"M","N"
"50536","DP",3,"L","O"
"50537","XB",5,"M","O"
"50538","PE",4,"M","N"
"50540","XA",3,"L","O"
"50541","XA",1,"L","N"
"50542","JD",6,"M","O"
"50543","JD",6,"M","O"
"50544","01",3,"L","O"
"50545","CB",1,"L","N"
"50546","FH",3,"M","N"
"50547","XA",2,"L","N"
"50548","XB",4,"M","N"
"50549","01",2,"L","O"
"50551","XB",4,"M","N"
"50552","XA",2,"L","N"
"50553","XA",1,"L","N"
"50554","XA",2,"L","N"
"50555","XA",1,"L","N"
"50556","XA",2,"L","N"
"50557","01",0,"L","N"
"50558","XA",2,"L","N"
"50559","XB",4,"M","N"
"50560","CY",1,"L","N"
"50561","JD",6,"M","N"
"50563","XA",1,"L","N"
"50564","XA",1,"L","N"
"50565","01",4,"M","O"
"50566","XA",1,"L","N"
"50567","XA",1,"L","N"
"50568","XA",1,"L","N"
"50569","XA",1,"L","N"
"50570","XA",1,"L","N"
"50572","XA",2,"L","N"
"50573","CY",1,"L","N"
"50574","DP",3,"L","N"
"50575","XA",1,"L","N"
"50576","XA",3,"L","O"
"50577","JD",6,"M","N"
"50578","XB",5,"M","N"
"50579","XA",2,"L","N"
"50580","CB",2,"L","O"
"50581","XA",2,"L","N"
"50582","FH",4,"M","N"
"50583","PE",3,"M","N"
"50584","XA",1,"L","N"
"50585","XA",1,"L","N"
"50586","CB",2,"L","O"
"50587","XA",1,"L","N"
"50588","XA",3,"L","O"
"50589","IB",6,"M","N"
"50590","CB",1,"L","N"
"50591","JC",6,"M","N"
"50592","IB",6,"M","N"
"50594","XA",1,"L","N"
"50595","CB",2,"L","O"
"50596","XA",1,"L","N"
"50597","FH",6,"M","N"
"50598","XA",2,"L","N"
"50599","CY",1,"L","N"
"50600","JD",6,"M","N"
"50601","XA",2,"L","N"
"50603","XA",1,"L","N"
"50604","XB",5,"M","O"
"50605","PF",5,"M","O"
"50606","XA",1,"L","N"
"50607","FI",1,"M","N"
"50608","XA",1,"L","N"
"50609","XA",3,"L","N"
"50610","XB",4,"M","N"
"50611","XA",2,"L","N"
"50612","CB",1,"L","N"
"50613","01",3,"L","O"
"50614","XA",1,"L","N"
"50615","XB",4,"M","N"
"50616","XA",1,"L","N"
"50617","XA",1,"L","N"
"50618","XA",3,"L","O"
"50619","XA",2,"L","N"
"50620","FH",6,"M","O"
"50621","XB",5,"M","O"
"50622","XA",1,"L","N"
"50623","XA",3,"L","O"
"50624","FN",3,"M","N"
"50625","CB",1,"L","N"
"50626","JD",6,"M","N"
"50627","01",2,"L","O"
"50628","FN",3,"M","N"
"50629","XB",4,"M","N"
"50630","CY",1,"L","N"
"50631","DP",3,"L","O"
"50632","DP",3,"L","O"
"50633","CB",2,"L","O"
"50634","01",3,"L","O"
"50636","XA",1,"L","N"
"50637","FN",3,"M","N"
"50638","JD",6,"M","N"
"50639","XB",4,"M","N"
"50640","XA",1,"L","N"
"50641","XB",5,"M","O"
"50642","IB",5,"M","N"
"50644","XA",3,"L","O"
"50645","CY",1,"L","N"
"50646","XA",1,"L","N"
"50648","FI",4,"M","N"
"50649","XA",2,"L","N"
"50650","XA",1,"L","N"
"50651","CB",2,"L","O"
"50652","XB",4,"M","N"
"50653","XB",5,"M","O"
"50655","XA",2,"L","N"
"50656","PF",2,"M","N"
"50657","FH",3,"M","N"
"50658","CB",2,"L","O"
"50659","01",6,"M","O"
"50660","XA",3,"L","O"
"50661","FN",3,"M","N"
"50663","IB",5,"M","N"
"50664","XA",1,"L","N"
"50665","XA",2,"L","N"
"50666","CY",1,"L","N"
"50667","DP",3,"L","O"
"50668","FH",4,"M","N"
"50669","XB",4,"M","N"
"50670","XA",1,"L","N"
"50671","XA",1,"L","N"
"50672","PK",1,"L","N"
"50673","CB",2,"L","O"
"50674","XA",1,"L","N"
"50675","PE",4,"M","N"
"50676","XA",2,"L","N"
"50677","XB",4,"M","N"
"50678","XB",5,"M","O"
"50679","XB",4,"M","N"
"50680","XA",2,"L","N"
"50681","XA",1,"L","N"
"50682","CB",1,"L","N"
"50683","XA",2,"L","N"
"50685","XA",2,"L","N"
"50686","XA",1,"L","N"
"50687","FH",3,"M","N"
"50688","XA",2,"L","N"
"50689","IB",5,"M","N"
"50690","PG",1,"L","N"
"50691","XB",4,"M","N"
"50692","XB",5,"M","O"
"50693","FH",4,"M","N"
"50694","CB",2,"L","O"
"50695","CB",1,"L","N"
"50696","XB",4,"M","N"
"50697","XA",1,"L","N"
"50698","01",3,"L","O"
"50700","XB",4,"M","N"
"50701","JD",6,"M","N"
"50702","XA",1,"L","N"
"50703","XA",1,"L","N"
"50704","CB",1,"L","N"
"50705","XA",1,"L","N"
"50706","XA",2,"L","N"
"50707","PG",2,"L","N"
"50708","01",6,"M","O"
"50709","XA",3,"L","O"
"50710","XA",3,"L","O"
"50711","CB",1,"L","N"
"50712","CB",2,"L","N"
"50713","XB",4,"M","N"
"50714","CY",1,"L","N"
"50715","XB",5,"M","O"
"50716","XA",1,"L","N"
"50717","XB",4,"M","N"
"50718","XA",2,"L","N"
"50719","JD",6,"M","N"
"50720","XA",1,"L","N"
"50721","FN",5,"M","N"
"50722","XA",2,"L","N"
"50723","XA",1,"L","N"
"50724","01",4,"M","O"
"50725","XB",5,"M","O"
"50726","XA",3,"L","O"
"50727","XA",1,"L","N"
"50728","01",2,"L","N"
"50729","01",0,"L","O"
"50730","XA",1,"L","N"
"50731","XA",1,"L","N"
"50732","XA",1,"L","N"
"50733","XA",3,"L","O"
"50734","XB",4,"M","N"
"50735","FH",6,"M","O"
"50737","01",3,"L","O"
"50738","XB",4,"M","N"
"50739","CY",1,"L","N"
"50740","XB",4,"M","N"
"50741","DP",3,"L","O"
"50742","01",4,"M","O"
"50743","IB",4,"M","N"
"50744","XA",3,"L","O"
"50745","XB",4,"M","N"
"50746","CB",1,"L","N"
"50747","XA",2,"L","N"
"50748","XB",4,"M","N"
"50749","CY",1,"L","N"
"50750","01",6,"M","O"
"50751","XA",3,"L","O"
"50752","CB",2,"L","O"
"50753","XA",2,"L","N"
"50754","FI",1,"M","N"
"50755","XA",1,"L","N"
"50756","XB",5,"M","O"
"50757","CB",1,"L","N"
"50758","CY",1,"L","N"
"50759","FH",5,"M","N"
"50760","CB",1,"L","N"
"50761","PF",2,"M","N"
"50762","CB",1,"L","N"
"50763","XA",1,"L","N"
"50764","XA",2,"L","N"
"50765","01",2,"L","O"
"50766","XA",3,"L","O"
"50767","XA",3,"L","O"
"50768","XA",1,"L","N"
"50769","XA",3,"L","N"
"50770","XB",4,"M","N"
"50771","DP",3,"L","O"
"50773","XA",1,"L","N"
"50774","XA",3,"L","O"
"50775","CB",2,"L","O"
"50776","XA",1,"L","N"
"50777","PG",3,"L","N"
"50778","IB",4,"M","N"
"50779","XB",5,"M","O"
"50780","PF",2,"M","N"
"50781","XA",1,"L","N"
"50782","XB",5,"M","O"
"50783","XA",1,"L","N"
"50784","DP",3,"L","O"
"50785","PF",3,"M","N"
"50786","01",6,"M","N"
"50787","XA",3,"L","N"
"50788","IB",4,"M","N"
"50789","01",4,"M","O"
"50790","XA",3,"L","O"
"50791","XA",2,"L","N"
"50792","XA",3,"L","O"
"50793","XA",1,"L","N"
"50794","XB",5,"M","O"
"50795","IB",5,"M","N"
"50796","XA",2,"L","N"
"50797","XA",1,"L","N"
"50798","XA",3,"L","O"
"50799","XA",2,"L","N"
"50800","XB",4,"M","N"
"50801","XA",2,"L","N"
"50802","CD",2,"L","O"
"50803","XB",5,"M","O"
"50804","CB",1,"L","N"
"50805","XB",5,"M","N"
"50806","XA",3,"L","O"
"50807","DP",3,"L","O"
"50808","XA",3,"L","O"
"50809","XA",1,"L","N"
"50810","XB",4,"M","N"
"50811","IB",4,"M","N"
"50812","CB",1,"L","N"
"50814","XA",2,"L","N"
"50815","XA",1,"L","N"
"50816","XA",1,"L","N"
"50817","JD",6,"M","N"
"50818","XA",3,"L","N"
"50819","IB",4,"M","N"
"50820","CB",1,"L","N"
"50821","PK",1,"L","N"
"50823","XA",2,"L","N"
"50824","XA",1,"L","N"
"50825","CB",1,"L","N"
"50827","01",3,"L","O"
"50828","XA",2,"L","N"
"50829","XA",3,"L","O"
"50830","CY",1,"L","N"
"50831","XA",1,"L","N"
"50832","XA",1,"L","N"
"50833","XA",3,"L","O"
"50834","XA",3,"L","O"
"50835","XA",3,"L","O"
"50836","FE",4,"M","N"
"50837","XB",4,"M","N"
"50838","XA",1,"L","N"
"50839","XA",2,"L","N"
"50840","XB",4,"M","N"
"50841","XA",2,"L","N"
"50842","DP",3,"L","O"
"50843","XA",2,"L","N"
"50844","XA",1,"L","N"
"50845","DP",3,"L","O"
"50846","FI",4,"M","N"
"50847","FH",3,"M","N"
"50848","XA",2,"L","N"
"50849","DP",3,"L","O"
"50850","XA",1,"L","N"
"50851","XA",1,"L","N"
"50852","XA",2,"L","N"
"50853","XA",2,"L","N"
"50854","XA",2,"L","N"
"50855","DP",3,"L","O"
"50856","XA",1,"L","N"
"50857","CB",2,"L","O"
"50858","XB",5,"M","O"
"50859","PF",5,"M","O"
"50860","XA",2,"L","N"
"50861","FH",2,"M","N"
"50862","CB",2,"L","O"
"50863","XB",5,"M","O"
"50864","XA",3,"L","N"
"50865","XA",3,"L","O"
"50866","XB",4,"M","N"
"50867","DP",3,"L","O"
"50868","01",3,"L","O"
"50869","XB",4,"M","N"
"50870","PK",2,"L","N"
"50871","XA",2,"L","N"
"50872","XA",3,"L","O"
"50873","XA",1,"L","N"
"50874","XA",1,"L","N"
"50875","XB",4,"M","N"
"50876","XB",4,"M","N"
"50877","XB",5,"M","O"
"50878","CY",1,"L","N"
"50879","DP",3,"L","O"
"50880","XA",1,"L","N"
"50881","DP",3,"L","O"
"50882","XA",2,"L","N"
"50883","CY",1,"L","N"
"50884","XB",4,"M","N"
"50885","JD",6,"M","O"
"50886","XB",5,"M","O"
"50887","XB",4,"M","N"
"50888","CY",1,"L","N"
"50889","CB",1,"L","N"
"50890","XA",1,"L","N"
"50891","CB",2,"L","O"
"50892","XA",2,"L","N"
"50893","PF",3,"M","N"
"50894","XB",5,"M","O"
"50895","XA",3,"L","N"
"50896","MA",6,"M","N"
"50897","XA",1,"L","N"
"50898","XA",1,"L","N"
"50899","XA",1,"L","N"
"50900","XB",4,"M","N"
"50901","IB",4,"M","N"
"50902","CB",2,"L","O"
"50903","CB",1,"L","N"
"50904","DP",3,"L","N"
"50905","XB",5,"M","O"
"50906","IB",5,"M","N"
"50907","01",3,"L","O"
"50908","01",3,"L","O"
"50909","XB",4,"M","N"
"50910","XB",4,"M","N"
"50911","DP",3,"L","O"
"50912","FH",2,"M","N"
"50913","XA",1,"L","N"
"50914","01",3,"L","O"
"50915","JC",6,"M","N"
"50916","01",3,"L","O"
"50917","XB",4,"M","N"
"50918","IB",5,"M","N"
"50919","IB",6,"M","N"
"50921","XA",1,"L","N"
"50922","JD",6,"M","O"
"50923","CB",2,"L","O"
"50924","CB",1,"L","N"
"50925","XA",1,"L","N"
"50926","XA",1,"L","N"
"50927","XB",5,"M","O"
"50928","CB",1,"L","N"
"50929","XB",4,"M","N"
"50930","XA",3,"L","O"
"50931","FH",3,"M","N"
"50932","01",3,"L","O"
"50933","XA",2,"L","N"
"50934","CY",1,"L","N"
"50935","FH",3,"M","N"
"50937","XB",4,"M","N"
"50938","XA",1,"L","N"
"50939","DP",3,"L","O"
"50940","XA",2,"L","N"
"50941","01",6,"M","N"
"50942","XA",3,"L","O"
"50943","DP",3,"L","O"
"50944","DP",3,"L","N"
"50945","XA",3,"L","O"
"50946","DP",3,"L","N"
"50947","FH",5,"M","N"
"50948","JC",6,"M","N"
"50949","XA",2,"L","N"
"50950","XA",1,"L","N"
"50951","XB",5,"M","O"
"50952","XA",2,"L","N"
"50953","XA",1,"L","N"
"50954","CB",1,"L","N"
"50955","XA",1,"L","N"
"50956","DP",3,"L","O"
"50957","CY",1,"L","N"
"50958","XB",5,"M","O"
"50960","XA",1,"L","N"
"50961","XB",5,"M","O"
"50962","01",6,"M","O"
"50963","XA",3,"L","O"
"50964","PF",5,"M","O"
"50965","XA",1,"L","N"
"50966","DP",3,"L","O"
"50967","JD",6,"M","N"
"50968","XA",2,"L","N"
"50969","XA",1,"L","N"
"50971","XA",1,"L","N"
"50972","XA",2,"L","N"
"50973","PF",3,"M","N"
"50974","CB",2,"L","O"
"50975","XA",1,"L","N"
"50976","XA",2,"L","N"
"50977","XA",1,"L","N"
"50978","XB",5,"M","O"
"50979","XA",1,"L","N"
"50980","XA",2,"L","N"
"50981","XB",5,"M","O"
"50983","DP",3,"L","N"
"50984","FE",3,"M","N"
"50985","01",6,"M","O"
"50987","XB",5,"M","O"
"50988","XA",3,"L","N"
"50989","XB",4,"M","N"
"50990","XB",5,"M","O"
"50991","XB",4,"M","N"
"50992","XA",1,"L","N"
"50993","FH",4,"M","N"
"50994","XA",3,"L","N"
"50995","XB",5,"M","O"
"50996","DP",3,"L","O"
"50997","FN",4,"M","N"
"50998","XB",5,"M","O"
"50999","XA",1,"L","N"
"51000","FN",5,"M","O"
"51001","XB",5,"M","O"
"51002","XA",3,"L","N"
"51003","XA",2,"L","N"
"51004","JD",6,"M","N"
"51005","CB",1,"L","N"
"51006","CB",2,"L","O"
"51007","XA",1,"L","N"
"51009","XA",1,"L","N"
"51010","FH",4,"M","N"
"51011","XA",1,"L","N"
"51012","XA",3,"L","N"
"51013","XA",1,"L","N"
"51014","JD",6,"M","N"
"51015","XA",2,"L","N"
"51016","XB",4,"M","N"
"51018","DP",3,"L","O"
"51019","XA",2,"L","N"
"51020","XA",1,"L","N"
"51021","XA",1,"L","N"
"51022","FH",5,"M","N"
"51023","XB",5,"M","O"
"51024","XB",4,"M","N"
"51025","XA",3,"L","O"
"51026","XA",3,"L","O"
"51027","CB",2,"L","O"
"51028","XA",1,"L","N"
"51029","01",3,"L","O"
"51030","DP",3,"L","O"
"51031","XA",3,"L","O"
"51032","XB",5,"M","O"
"51033","XA",2,"L","N"
"51035","XB",5,"M","O"
"51036","DP",3,"L","N"
"51037","FI",3,"M","N"
"51038","FH",6,"M","O"
"51039","CB",2,"L","O"
"51040","XA",1,"L","N"
"51041","XA",3,"L","O"
"51042","XA",2,"L","N"
"51043","FE",3,"M","N"
"51044","XB",5,"M","O"
"51045","FH",6,"M","O"
"51046","DP",3,"L","O"
"51047","XB",5,"M","O"
"51048","XA",1,"L","N"
"51049","CB",2,"L","O"
"51050","XA",2,"L","N"
"51051","XA",2,"L","N"
"51052","CB",1,"L","N"
"51053","CY",1,"L","N"
"51054","XA",3,"L","O"
"51055","XA",1,"L","N"
"51056","XB",5,"M","O"
"51057","XA",1,"L","N"
"51058","XB",5,"M","O"
"51059","XA",1,"L","N"
"51060","CB",2,"L","O"
"51061","XA",2,"L","N"
"51062","XA",1,"L","N"
"51063","XB",5,"M","O"
"51064","XA",1,"L","N"
"51065","CY",1,"L","N"
"51066","XA",3,"L","N"
"51067","XB",5,"M","O"
"51068","XA",1,"L","N"
"51069","CB",2,"L","O"
"51070","PF",5,"M","O"
"51071","XB",4,"M","N"
"51072","DP",3,"L","O"
"51073","XA",3,"L","O"
"51074","CB",1,"L","N"
"51075","XB",4,"M","N"
"51076","JD",6,"M","N"
"51077","PE",2,"M","N"
"51078","XB",5,"M","O"
"51079","01",6,"M","N"
"51080","CB",1,"L","N"
"51081","XB",5,"M","O"
"51082","XA",3,"L","O"
"51084","CB",2,"L","O"
"51085","XB",4,"M","N"
"51086","XB",4,"M","N"
"51087","CY",1,"L","N"
"51088","XB",4,"M","N"
"51089","XA",3,"L","O"
"51090","FH",6,"M","N"
"51091","XA",3,"L","O"
"51092","XA",1,"L","N"
"51093","CY",1,"L","N"
"51094","XA",3,"L","O"
"51095","CB",2,"L","O"
"51096","CY",1,"L","N"
"51097","XA",3,"L","N"
"51098","XA",1,"L","N"
